id,name,brand,sourceOrigin,currentStatus,proposedStatus,productScope,category,categoryAnomaly,expectedCategory,duplicateStatus,variantStatus,jan,officialSource,sourceQuality,price,priceWarning,brandStatus,verifiedCandidate,reason
619,ルナレーナ インターセルラー EX(30ml),ルナレーナ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4544903729058,,D,8360,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
620,肌美精ONE リンクルケア 濃密潤い美容液(30ml),肌美精,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4901417621559,,D,2708,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
621,アンナトゥモール ナチュラルエッセンス(50ml),アンナトゥモール,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4521697100546,,D,2970,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
622,フィトメール:フィトメール スッフル マラン セーラム 美容乳液,フィトメール,rakuten_product_api,pending,pending,face,美容液,true,乳液,none,none,3530013501746,,D,7480,none,normal,false,現在美容液／名称上は乳液候補
623,iMPREA フェイシャル オイル 37mL,ミルボン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710490114,,D,8600,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
624,ONE BY KOSE セラムヴェール ディープリペア(60ml),ONE BY KOSE(ワンバイコーセー),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710577341,,D,4340,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
625,V コントア セラム 50ml,クラランス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3380810270990,,D,7693,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
626,アルテ倭国の美容液,アルテ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571226030073,,D,3960,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
627,ハッコウパンダ 発酵オイルイン高濃度美容液(30mL),Ecotone株式会社,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4595556670037,,D,2069,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
628,トランスダーマ スポッツ ショット(6mL),トランスダーマ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4983982000120,,D,11000,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
629,中商 nomaro まゆ毛美容液 6ml,中商,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580522790031,,D,990,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
630,サナ なめらか本舗 整肌美容液 NC(100ml),なめらか本舗,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4964596701481,,D,1001,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
631,オルラーヌ セーラム イドラタンテ 30ml 化粧品 コスメ SUPER MOISTURIZING SERUM ORLANE,オルラーヌ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3359998061003,,D,14100,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
632,ノエビア ウォータリーオイル セラム 50ml,ノエビア,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4945022023025,,D,13860,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
633,コスムラ 3GF TIMELESS EVOLUTION AMPOULE SERUM 45ml,コスムラ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,8809783324257,,D,8800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
634,へちま産業｜Hechima Sangyo へちまここち 玉川温泉とへちまの力 月桃の香りスプレー 200mL 詰替用,へちま産業,rakuten_product_api,pending,pending,face,美容液,false,,refill,refill,4954277205759,,D,3300,none,normal,false,重複・variant:refill
635,チューンメーカーズ トラネキサム酸配合(10ml),チューンメーカーズ(TUNEMAKERS),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4528620210648,,D,3410,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
636,WOVE style GFセルリバース II 60mL,WOVE style,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560158542389,,D,13000,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
637,コスモノニ化粧品 ノニピュアエッセンス(30mL),コスモノニ化粧品,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560162350536,,D,9680,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
638,ロネージュ のエステセラム マリンプラセンタ,ロジック,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571474063311,,D,1430,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
639,米肌 MAIHADA 肌潤美白エッセンス 本体/しっとり 30ml,コーセー,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710492736,,D,6970,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
640,カネボウ イルミネイティング セラムa 50ml,カネボウ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4973167097007,,D,14888,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
641,日本オリーブ オリーブマノン ナチュラルE オイル 15ml,日本オリーブ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4965363002381,,D,3360,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
642,オーブス MAISON DE AQUA ネイヴェル ホワイトセラム 30ml,オーブス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4536596182142,,D,5940,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
643,花王ソフィーナ アルブラン イルミネイティング セラム 美容液 40g,ソフィーナ アルブラン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4901301396235,,D,11000,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
644,コラーゲンVB10000 50ml×10本,日本漢方,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571133879024,,D,4180,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
645,Give&Give(ギブアンドギブ) ヴィーナス(250g),ギブアンドギブ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4517466000124,,D,2541,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
646,資生堂 dプログラム パワーバイタルソリューション(25g),d プログラム(d program),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4514254168394,,D,7580,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
647,カネボウ ドロッピング オイル 40ml,カネボウ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4973167938089,,D,6800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
648,カネボウ LISSAGE ミルクオイル セットA,カネボウ,rakuten_product_api,pending,pending,face,美容液,true,乳液,set,set,4973167517888,,D,4400,none,normal,false,現在美容液／名称上は乳液候補 / 重複・variant:set
649,ファンケル BC 化粧液,ファンケル,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4908049365530,,D,3048,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
650,Dr.G ブラックスネイル コラーゲンミスト(100ml),ドクタージー,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,8809963500075,,D,2014,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
651,LEAF＆BOTANICS リーフアンドボタニクス エマルジョン カレンデュラ 本体 100mL,松山油脂,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4954540161751,,D,1540,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
652,コーセー インフィニティ コンセントレート エマルジョン 1 120ml,コーセー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710282221,,D,5500,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
